695800.00 230600.00 406.00
696000.00 230600.00 406.00
696200.00 230600.00 406.00
696400.00 230600.00 406.00
696600.00 230600.00 406.00
696800.00 230600.00 406.00
697000.00 230600.00 406.00
697200.00 230600.00 406.00
697400.00 230600.00 406.00
697600.00 230600.00 406.00
697800.00 230600.00 406.00
698000.00 230600.00 406.00
698200.00 230600.00 406.00
698400.00 230600.00 406.00
698600.00 230600.00 406.00
698800.00 230600.00 406.00
699000.00 230600.00 406.00
699200.00 230600.00 406.00
699400.00 230600.00 406.00
699600.00 230600.00 406.00
699800.00 230600.00 406.00
700000.00 230600.00 406.00
700200.00 230600.00 406.00
700400.00 230600.00 406.00
700600.00 230600.00 406.00
700800.00 230600.00 406.00
701000.00 230600.00 406.00
701200.00 230600.00 406.00
701400.00 230600.00 406.00
701600.00 230600.00 406.00
701800.00 230600.00 406.00
702000.00 230600.00 406.00
702200.00 230600.00 406.00
702400.00 230600.00 406.00
702600.00 230600.00 406.00
702800.00 230600.00 406.00
703000.00 230600.00 406.00
703200.00 230600.00 406.00
703400.00 230600.00 406.00
695800.00 230400.00 406.00
696000.00 230400.00 406.00
696200.00 230400.00 406.00
696400.00 230400.00 406.00
696600.00 230400.00 406.00
696800.00 230400.00 406.00
697000.00 230400.00 406.00
697200.00 230400.00 406.00
697400.00 230400.00 406.00
697600.00 230400.00 406.00
697800.00 230400.00 406.00
698000.00 230400.00 406.00
698200.00 230400.00 406.00
698400.00 230400.00 406.00
698600.00 230400.00 406.00
698800.00 230400.00 406.00
699000.00 230400.00 406.00
699200.00 230400.00 406.00
699400.00 230400.00 406.00
699600.00 230400.00 406.00
699800.00 230400.00 406.00
700000.00 230400.00 406.00
700200.00 230400.00 406.00
700400.00 230400.00 406.00
700600.00 230400.00 406.00
700800.00 230400.00 406.00
701000.00 230400.00 406.00
701200.00 230400.00 406.00
701400.00 230400.00 412.60
701600.00 230400.00 410.60
701800.00 230400.00 406.00
702000.00 230400.00 406.00
702200.00 230400.00 406.00
702400.00 230400.00 406.00
702600.00 230400.00 406.00
702800.00 230400.00 406.00
703000.00 230400.00 406.00
703200.00 230400.00 406.00
703400.00 230400.00 408.50
695800.00 230200.00 406.00
696000.00 230200.00 406.00
696200.00 230200.00 406.00
696400.00 230200.00 406.00
696600.00 230200.00 406.00
696800.00 230200.00 406.00
697000.00 230200.00 406.00
697200.00 230200.00 406.00
697400.00 230200.00 406.00
697600.00 230200.00 406.00
697800.00 230200.00 406.00
698000.00 230200.00 406.00
698200.00 230200.00 406.00
698400.00 230200.00 406.00
698600.00 230200.00 406.00
698800.00 230200.00 406.00
699000.00 230200.00 406.00
699200.00 230200.00 406.00
699400.00 230200.00 406.00
699600.00 230200.00 406.00
699800.00 230200.00 406.00
700000.00 230200.00 406.00
700200.00 230200.00 406.00
700400.00 230200.00 406.00
700600.00 230200.00 406.00
700800.00 230200.00 406.00
701000.00 230200.00 406.00
701200.00 230200.00 406.00
701400.00 230200.00 406.00
701600.00 230200.00 406.00
701800.00 230200.00 406.00
702000.00 230200.00 406.00
702200.00 230200.00 406.00
702400.00 230200.00 406.00
702600.00 230200.00 406.00
702800.00 230200.00 406.00
703000.00 230200.00 407.00
703200.00 230200.00 409.60
703400.00 230200.00 409.10
695800.00 230000.00 406.00
696000.00 230000.00 406.00
696200.00 230000.00 406.00
696400.00 230000.00 406.00
696600.00 230000.00 406.00
696800.00 230000.00 406.00
697000.00 230000.00 406.00
697200.00 230000.00 406.00
697400.00 230000.00 406.00
697600.00 230000.00 406.00
697800.00 230000.00 406.00
698000.00 230000.00 406.00
698200.00 230000.00 406.00
698400.00 230000.00 406.00
698600.00 230000.00 406.00
698800.00 230000.00 406.00
699000.00 230000.00 406.00
699200.00 230000.00 406.00
699400.00 230000.00 406.00
699600.00 230000.00 406.00
699800.00 230000.00 406.00
700000.00 230000.00 406.00
700200.00 230000.00 406.00
700400.00 230000.00 406.00
700600.00 230000.00 406.00
700800.00 230000.00 406.00
701000.00 230000.00 406.00
701200.00 230000.00 406.00
701400.00 230000.00 406.00
701600.00 230000.00 406.00
701800.00 230000.00 406.00
702000.00 230000.00 406.00
702200.00 230000.00 406.00
702400.00 230000.00 406.00
702600.00 230000.00 406.00
702800.00 230000.00 407.80
703000.00 230000.00 410.29
703200.00 230000.00 408.00
703400.00 230000.00 406.00
695800.00 229800.00 409.21
696000.00 229800.00 406.31
696200.00 229800.00 406.00
696400.00 229800.00 406.00
696600.00 229800.00 406.00
696800.00 229800.00 406.00
697000.00 229800.00 406.00
697200.00 229800.00 406.00
697400.00 229800.00 406.00
697600.00 229800.00 406.00
697800.00 229800.00 406.00
698000.00 229800.00 406.00
698200.00 229800.00 406.00
698400.00 229800.00 406.00
698600.00 229800.00 406.00
698800.00 229800.00 406.00
699000.00 229800.00 406.00
699200.00 229800.00 406.00
699400.00 229800.00 406.00
699600.00 229800.00 406.00
699800.00 229800.00 406.00
700000.00 229800.00 406.00
700200.00 229800.00 406.00
700400.00 229800.00 406.00
700600.00 229800.00 406.00
700800.00 229800.00 406.00
701000.00 229800.00 406.00
701200.00 229800.00 406.00
701400.00 229800.00 406.00
701600.00 229800.00 406.00
701800.00 229800.00 406.00
702000.00 229800.00 406.00
702200.00 229800.00 406.00
702400.00 229800.00 406.00
702600.00 229800.00 406.00
702800.00 229800.00 409.10
703000.00 229800.00 406.70
703200.00 229800.00 406.00
703400.00 229800.00 406.00
695800.00 229600.00 419.60
696000.00 229600.00 406.00
696200.00 229600.00 406.00
696400.00 229600.00 406.00
696600.00 229600.00 406.00
696800.00 229600.00 406.00
